Case,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Index,Student__c,College__c,Start_Date__c,End_Date__c,Date_Last_Verified__c,Status__c,Degree_Type__c,Data_Source__c,Degree_Text__c,Major_Text__c,Id,Withdrawal_reason__c,Withdrawal_code__c,Index
Perfect Match,003f400000KvxXYAAZ,001f400000Lvi07AAB,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1963,003f400000KvxXYAAZ,001f400000Lvi07AAB,2018-08-15,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli1JAAR,,,2407
Perfect Match,003f400000KvxQeAAJ,001f400000LvhrnAAB,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,1869,003f400000KvxQeAAJ,001f400000LvhrnAAB,2015-08-31,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6uqAAA,,,714
Perfect Match,003f400000TlTQOAA3,001f400000LvhQYAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,2643,003f400000TlTQOAA3,001f400000LvhQYAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000BlhxkAAB,,,2186
Perfect Match,003f400000KvxG4AAJ,001f400000LvhipAAB,2012-08-27,2012-11-15,2018-11-28,Transferred out,Bachelor's,NSC,,,542,003f400000KvxG4AAJ,001f400000LvhipAAB,2012-08-27,2012-11-15,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7HUAAY,,,1760
Perfect Match,003f400000KvxG4AAJ,001f400000LvhipAAB,2011-08-29,2011-10-27,2018-11-28,Transferred out,Bachelor's,NSC,,,541,003f400000KvxG4AAJ,001f400000LvhipAAB,2011-08-29,2011-10-27,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7HTAAY,,,1759
Perfect Match,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2018-04-09,2018-06-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,540,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2018-04-09,2018-06-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli1qAAB,,,2440
Perfect Match,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2015-04-06,2016-09-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,539,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2015-04-06,2016-09-16,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HYAAY,,,1764
Perfect Match,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2014-09-22,2014-10-19,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,538,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2014-09-22,2014-10-19,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HXAAY,,,1763
Perfect Match,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2013-09-23,2013-12-13,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,537,003f400000KvxG4AAJ,001f400000Lvhz1AAB,2013-09-23,2013-12-13,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HWAAY,,,1762
Perfect Match,003f400000KvxG4AAJ,001f400000LvhOvAAJ,2012-01-30,2012-05-19,2018-11-28,Transferred out,Bachelor's,NSC,,,536,003f400000KvxG4AAJ,001f400000LvhOvAAJ,2012-01-30,2012-05-19,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7HSAAY,,,1758
Perfect Match,003f400000KvxG4AAJ,001f400000LvhyZAAR,2013-01-14,2013-05-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,535,003f400000KvxG4AAJ,001f400000LvhyZAAR,2013-01-14,2013-05-24,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HVAAY,,,1761
Perfect Match,003f400000KvxVkAAJ,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1313,003f400000KvxVkAAJ,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0kAAB,,,2372
Perfect Match,003f400000KvxVkAAJ,001f400000LvhQCAAZ,2016-08-30,2018-05-01,2018-11-28,Transferred out,Bachelor's,NSC,,,1312,003f400000KvxVkAAJ,001f400000LvhQCAAZ,2016-08-30,2018-05-01,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7CyAAI,,,1549
Perfect Match,003f400000KvxVkAAJ,001f400000LvhyrAAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1311,003f400000KvxVkAAJ,001f400000LvhyrAAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0lAAB,,,2373
Perfect Match,003f400000TlTPxAAN,001f400000LvhsiAAB,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,1203,003f400000TlTPxAAN,001f400000LvhsiAAB,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli7zAAB,,,2821
Perfect Match,003f400000KvxVDAAZ,001f400000LvhQYAAZ,2016-08-24,,2018-11-28,Attending,Bachelor's,NSC,,,37,003f400000KvxVDAAZ,001f400000LvhQYAAZ,2016-08-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n738AAA,,,1088
Perfect Match,003f400000KvxSeAAJ,001f400000LvhQiAAJ,2016-08-23,2017-05-19,2018-11-28,Transferred out,Bachelor's,NSC,,,1942,003f400000KvxSeAAJ,001f400000LvhQiAAJ,2016-08-23,2017-05-19,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n749AAA,,,1139
Perfect Match,003f400000KvxSeAAJ,001f400000Lvhz1AAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,1941,003f400000KvxSeAAJ,001f400000Lvhz1AAB,2017-09-25,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli0cAAB,,,2364
Perfect Match,003f400000KvxPkAAJ,001f400000Lvi0MAAR,2017-01-17,2017-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2248,003f400000KvxPkAAJ,001f400000Lvi0MAAR,2017-01-17,2017-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HvAAI,,,1784
Perfect Match,003f400000KvxPkAAJ,001f400000Lvhz4AAB,2018-08-14,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2247,003f400000KvxPkAAJ,001f400000Lvhz4AAB,2018-08-14,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli93AAB,,,2887
Perfect Match,003f400000KvxPkAAJ,001f400000LvhyZAAR,2017-06-12,2017-08-04,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2246,003f400000KvxPkAAJ,001f400000LvhyZAAR,2017-06-12,2017-08-04,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HxAAI,,,1786
Perfect Match,003f400000KvxPkAAJ,001f400000LvhyZAAR,2015-08-17,2016-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2245,003f400000KvxPkAAJ,001f400000LvhyZAAR,2015-08-17,2016-12-15,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7HwAAI,,,1785
Perfect Match,003f400000KvxHGAAZ,001f400000Lvi07AAB,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1584,003f400000KvxHGAAZ,001f400000Lvi07AAB,2014-06-16,2014-08-09,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n77tAAA,,,1316
Perfect Match,003f400000KvxHGAAZ,001f400000LvhPCAAZ,2014-08-25,2017-05-31,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,AGRICULTURAL BUSINESS (BS),1583,003f400000KvxHGAAZ,001f400000LvhPCAAZ,2014-08-25,2017-05-31,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,AGRICULTURAL BUSINESS (BS),a02f4000006n77rAAA,,,1314
Perfect Match,003f400000KvxHGAAZ,001f400000LvhPmAAJ,2012-08-29,2014-05-15,2018-11-28,Transferred out,Bachelor's,NSC,,,1582,003f400000KvxHGAAZ,001f400000LvhPmAAJ,2012-08-29,2014-05-15,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n77sAAA,,,1315
Perfect Match,003f400000KvxNwAAJ,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,799,003f400000KvxNwAAJ,001f400000LvhyrAAB,2018-07-02,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhzxAAB,,,2323
Perfect Match,003f400000KvxNwAAJ,001f400000LvhyrAAB,2017-04-10,2017-06-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,798,003f400000KvxNwAAJ,001f400000LvhyrAAB,2017-04-10,2017-06-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n7OSAAY,,,2049
Perfect Match,003f400000KvxNwAAJ,001f400000Lvhz1AAB,2016-06-06,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,797,003f400000KvxNwAAJ,001f400000Lvhz1AAB,2016-06-06,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n7ORAAY,,,2048
Perfect Match,003f400000TlTKKAA3,001f400000LvhrKAAR,2018-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,2224,003f400000TlTKKAA3,001f400000LvhrKAAR,2018-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli0LAAR,,,2347
Perfect Match,003f400000KvxZ1AAJ,001f400000LvheeAAB,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,1087,003f400000KvxZ1AAJ,001f400000LvheeAAB,2017-08-28,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n72DAAQ,,,1041
Perfect Match,003f400000KvxKcAAJ,001f400000LvhyXAAR,2018-01-29,2018-05-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1122,003f400000KvxKcAAJ,001f400000LvhyXAAR,2018-01-29,2018-05-26,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli7qAAB,,,2812
Perfect Match,003f400000KvxKcAAJ,001f400000LvhyXAAR,2016-06-13,2016-08-05,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1121,003f400000KvxKcAAJ,001f400000LvhyXAAR,2016-06-13,2016-08-05,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6gAAAQ,,,62
Perfect Match,003f400000KvxKcAAJ,001f400000LvhPSAAZ,2015-01-05,2017-06-15,2018-11-28,Transferred out,Bachelor's,NSC,,,1120,003f400000KvxKcAAJ,001f400000LvhPSAAZ,2015-01-05,2017-06-15,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6g9AAA,,,61
Perfect Match,003f400000KvxKcAAJ,001f400000LvhPSAAZ,2013-09-21,2014-06-12,2018-11-28,Withdrew,Bachelor's,NSC,,,1119,003f400000KvxKcAAJ,001f400000LvhPSAAZ,2013-09-21,2014-06-12,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6g8AAA,,,60
Perfect Match,003f400000KvxKcAAJ,001f400000Lvhz1AAB,2018-01-08,2018-03-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1118,003f400000KvxKcAAJ,001f400000Lvhz1AAB,2018-01-08,2018-03-30,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f400000Bli7pAAB,,,2811
Perfect Match,003f400000KvxSAAAZ,001f400000LvhPNAAZ,2015-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,355,003f400000KvxSAAAZ,001f400000LvhPNAAZ,2015-09-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6iDAAQ,,,147
Perfect Match,003f400000TlTQ7AAN,001f400000LvhQYAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,1998,003f400000TlTQ7AAN,001f400000LvhQYAAZ,2018-08-21,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli7yAAB,,,2820
Perfect Match,003f400000KvxGiAAJ,001f400000LvhsiAAB,2012-08-27,2016-12-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COLLABORATIVE HEALTH AND HUMAN SERVICES,2233,003f400000KvxGiAAJ,001f400000LvhsiAAB,2012-08-27,2016-12-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,COLLABORATIVE HEALTH AND HUMAN SERVICES,a02f4000006n6tsAAA,,,670
Perfect Match,003f400000KvxGiAAJ,001f400000LvhyZAAR,2017-01-18,2017-01-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2232,003f400000KvxGiAAJ,001f400000LvhyZAAR,2017-01-18,2017-01-29,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6ttAAA,,,671
Perfect Match,003f400000KvxPEAAZ,001f400000LvhPPAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,1458,003f400000KvxPEAAZ,001f400000LvhPPAAZ,2015-09-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6lZAAQ,,,307
Perfect Match,003f400000KvxPEAAZ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1457,003f400000KvxPEAAZ,001f400000LvhyZAAR,2016-06-13,2016-07-21,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6lYAAQ,,,306
Perfect Match,003f400000KvxMLAAZ,001f400000LvhORAAZ,2017-01-09,,2018-11-28,Attending,Bachelor's,NSC,,,2760,003f400000KvxMLAAZ,001f400000LvhORAAZ,2017-01-09,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6muAAA,,,376
Perfect Match,003f400000KvxMLAAZ,001f400000LvhyZAAR,2014-08-18,2016-12-08,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,2759,003f400000KvxMLAAZ,001f400000LvhyZAAR,2014-08-18,2016-12-08,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6mvAAA,,,377
Perfect Match,003f400000KvxIqAAJ,001f400000LvhefAAB,2013-09-03,2014-05-20,2018-11-28,Withdrew,Bachelor's,NSC,,,1603,003f400000KvxIqAAJ,001f400000LvhefAAB,2013-09-03,2014-05-20,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n6xvAAA,,,849
Perfect Match,003f400000KvxIqAAJ,001f400000LvhPLAAZ,2016-08-17,2018-05-11,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL SCIENCE BA,1602,003f400000KvxIqAAJ,001f400000LvhPLAAZ,2016-08-17,2018-05-11,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,POLITICAL SCIENCE BA,a02f4000006n6xwAAA,,,850
Perfect Match,003f400000KvxIqAAJ,001f400000LvhyZAAR,2015-08-17,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,1601,003f400000KvxIqAAJ,001f400000LvhyZAAR,2015-08-17,2016-05-27,2018-11-28,Transferred out,Associate's or Certificate (TBD),NSC,,,a02f4000006n6xxAAA,,,851
Perfect Match,003f400000TlTPfAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,2494,003f400000TlTPfAAN,001f400000LvhQWAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli8SAAR,,,2850
Perfect Match,003f400000KvxfXAAR,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,2418,003f400000KvxfXAAR,001f400000LvhQYAAZ,2017-08-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6mdAAA,,,363
Perfect Match,003f400000TlTQmAAN,001f400000LvhPKAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,1374,003f400000TlTQmAAN,001f400000LvhPKAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli26AAB,,,2456
Perfect Match,003f400000KvxGhAAJ,001f400000LvlNKAAZ,2012-08-23,2016-12-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ANTHROPOLOGY,2227,003f400000KvxGhAAJ,001f400000LvlNKAAZ,2012-08-23,2016-12-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,ANTHROPOLOGY,a02f4000006n7EpAAI,,,1641
Perfect Match,003f400000TlTRFAA3,001f400000LvlNKAAZ,2018-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,496,003f400000TlTRFAA3,001f400000LvlNKAAZ,2018-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli8sAAB,,,2876
Perfect Match,003f400000KvxYBAAZ,001f400000LvhQBAAZ,2017-08-28,2017-12-16,2018-11-28,Transferred out,Bachelor's,NSC,,,1424,003f400000KvxYBAAZ,001f400000LvhQBAAZ,2017-08-28,2017-12-16,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n75fAAA,,,1201
Perfect Match,003f400000KvxYBAAZ,001f400000LvhyrAAB,2018-01-08,2018-03-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,1423,003f400000KvxYBAAZ,001f400000LvhyrAAB,2018-01-08,2018-03-30,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli00AAB,,,2326
Perfect Match,003f400000KvxQUAAZ,001f400000LvhyrAAB,2016-04-04,2016-04-06,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,94,003f400000KvxQUAAZ,001f400000LvhyrAAB,2016-04-04,2016-04-06,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n75SAAQ,,,1195
(NSC only) New attending enrollment,003f400000KvxQUAAZ,001f400000LvhyxAAB,2018-09-04,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,93
Perfect Match,003f400000TlTMEAA3,001f400000LvlNKAAZ,2018-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,1277,003f400000TlTMEAA3,001f400000LvlNKAAZ,2018-08-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli2mAAB,,,2498
Perfect Match,003f400000KvxQEAAZ,001f400000LvhXaAAJ,2015-08-24,,2018-11-28,Attending,Bachelor's,NSC,,,800,003f400000KvxQEAAZ,001f400000LvhXaAAJ,2015-08-24,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6kOAAQ,,,262
Unreported left college (was Attending),003f400000KvxfyAAB,001f400000LvhyxAAB,2017-09-05,2018-05-25,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,801,003f400000KvxfyAAB,001f400000LvhyxAAB,2017-09-05,,2017-08-19,Attending,Associate's or Certificate (TBD),NSC,,,a02f4000006n6zEAAQ,,,911
Perfect Match,003f400000KvxcVAAR,001f400000LvhPSAAZ,2017-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,2162,003f400000KvxcVAAR,001f400000LvhPSAAZ,2017-09-23,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6nbAAA,,,412
Perfect Match,003f400000KvxIXAAZ,001f400000LvhQeAAJ,2013-09-23,2017-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE COMMERCE,MARKETING,562,003f400000KvxIXAAZ,001f400000LvhQeAAJ,2013-09-23,2017-06-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE COMMERCE,MARKETING,a02f4000006n7CXAAY,,,1528
Perfect Match,003f400000KvxXbAAJ,001f400000LvhPGAAZ,2017-06-19,,2018-11-28,Attending,Bachelor's,NSC,,,1740,003f400000KvxXbAAJ,001f400000LvhPGAAZ,2017-06-19,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n74TAAQ,,,1155
Perfect Match,003f400000KvxXJAAZ,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2101,003f400000KvxXJAAZ,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli1AAAR,,,2398
Perfect Match,003f400000KvxXJAAZ,001f400000LvhivAAB,2017-08-28,2018-05-08,2018-11-28,Transferred out,Bachelor's,NSC,,,2100,003f400000KvxXJAAZ,001f400000LvhivAAB,2017-08-28,2018-05-08,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n6fHAAQ,,,24
Perfect Match,003f400000TlTSfAAN,001f400000LvhyrAAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2921,003f400000TlTSfAAN,001f400000LvhyrAAB,2018-09-24,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000BlhxlAAB,,,2187
Perfect Match,003f400000KvxFgAAJ,001f400000LvhQPAAZ,2012-09-04,2013-05-23,2018-11-28,Transferred out,Bachelor's,NSC,,,440,003f400000KvxFgAAJ,001f400000LvhQPAAZ,2012-09-04,2013-05-23,2018-11-28,Transferred out,Bachelor's,NSC,,,a02f4000006n7EDAAY,,,1610
Perfect Match,003f400000KvxFgAAJ,001f400000LvhQPAAZ,2011-09-06,2012-04-21,2018-11-28,Withdrew,Bachelor's,NSC,,,439,003f400000KvxFgAAJ,001f400000LvhQPAAZ,2011-09-06,2012-04-21,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7ECAAY,,,1609
Perfect Match,003f400000KvxFgAAJ,001f400000LvhQlAAJ,2013-08-26,2015-12-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMINISTRATION,438,003f400000KvxFgAAJ,001f400000LvhQlAAJ,2013-08-26,2015-12-16,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,BUSINESS ADMINISTRATION,a02f4000006n7EBAAY,,,1608
Perfect Match,003f400000TlTMFAA3,001f400000LvhQBAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,628,003f400000TlTMFAA3,001f400000LvhQBAAZ,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli8HAAR,,,2839
Perfect Match,003f400000KvxMcAAJ,001f400000LvhddAAB,2016-08-29,2018-05-26,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,STUDIO ART,1652,003f400000KvxMcAAJ,001f400000LvhddAAB,2016-08-29,2018-05-26,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,STUDIO ART,a02f4000006n6wsAAA,,,790
Perfect Match,003f400000KvxM7AAJ,001f400000LvhyZAAR,2015-08-18,2015-12-10,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2407,003f400000KvxM7AAJ,001f400000LvhyZAAR,2015-08-18,2015-12-10,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f4000006n6gIAAQ,,,66
Perfect Match,003f400000KvxVPAAZ,001f400000LvhPAAAZ,2016-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,285,003f400000KvxVPAAZ,001f400000LvhPAAAZ,2016-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n75uAAA,,,1215
Perfect Match,003f400000KvxHZAAZ,001f400000LvhQeAAJ,2012-09-17,2016-06-10,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,443,003f400000KvxHZAAZ,001f400000LvhQeAAJ,2012-09-17,2016-06-10,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF SCIENCE,MECHANICAL ENGINEERING,a02f4000006n6laAAA,,,308
Perfect Match,003f400000KvyA1AAJ,001f400000LvhPSAAZ,2015-09-19,,2018-11-28,Attending,Bachelor's,NSC,,,468,003f400000KvyA1AAJ,001f400000LvhPSAAZ,2015-09-19,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n6f6AAA,,,18
Perfect Match,003f400000KvxLrAAJ,001f400000LvhQNAAZ,2014-09-02,2018-05-13,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PHILOSOPHY,2678,003f400000KvxLrAAJ,001f400000LvhQNAAZ,2014-09-02,2018-05-13,2018-11-28,Graduated,Bachelor's,NSC,BACHELOR OF ARTS,PHILOSOPHY,a02f4000006n7ALAAY,,,1425
Perfect Match,003f400000KvxLrAAJ,001f400000LvhOLAAZ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,2677,003f400000KvxLrAAJ,001f400000LvhOLAAZ,2018-08-20,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli3kAAB,,,2558
Perfect Match,003f400000KvxTrAAJ,001f400000Lvi07AAB,2018-01-16,2018-05-17,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,2623,003f400000KvxTrAAJ,001f400000Lvi07AAB,2018-01-16,2018-05-17,2018-11-28,Withdrew,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2YAAR,,,2484
Perfect Match,003f400000KvxTrAAJ,001f400000LvhPKAAZ,2016-05-31,2016-12-16,2018-11-28,Withdrew,Bachelor's,NSC,,,2622,003f400000KvxTrAAJ,001f400000LvhPKAAZ,2016-05-31,2016-12-16,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7AhAAI,,,1445
Perfect Match,003f400000TlTPkAAN,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,2811,003f400000TlTPkAAN,001f400000LvhzcAAB,2018-05-29,,2018-11-28,Attending,Associate's or Certificate (TBD),NSC,,,a02f400000Bli2uAAB,,,2506
Perfect Match,003f400000TlTPkAAN,001f400000LvhPSAAZ,2018-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,2810,003f400000TlTPkAAN,001f400000LvhPSAAZ,2018-09-22,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli2vAAB,,,2507
Perfect Match,003f400000TlTMYAA3,001f400000LvheeAAB,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,2905,003f400000TlTMYAA3,001f400000LvheeAAB,2018-08-27,,2018-11-28,Attending,Bachelor's,NSC,,,a02f400000Bli2GAAR,,,2466
Perfect Match,003f400000KvxY6AAJ,001f400000LvhQYAAZ,2017-08-23,2018-09-13,2018-11-28,Withdrew,Bachelor's,NSC,,,643,003f400000KvxY6AAJ,001f400000LvhQYAAZ,2017-08-23,2018-09-13,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7NHAAY,,,1998
Perfect Match,003f400000KvxM6AAJ,001f400000LvhQYAAZ,2014-08-25,2018-05-14,2018-11-28,Withdrew,Bachelor's,NSC,,,2091,003f400000KvxM6AAJ,001f400000LvhQYAAZ,2014-08-25,2018-05-14,2018-11-28,Withdrew,Bachelor's,NSC,,,a02f4000006n7O1AAI,,,2025
Perfect Match,003f400000KvxTjAAJ,001f400000LvhRLAAZ,2016-08-30,,2018-11-28,Attending,Bachelor's,NSC,,,549,003f400000KvxTjAAJ,001f400000LvhRLAAZ,2016-08-30,,2018-11-28,Attending,Bachelor's,NSC,,,a02f4000006n79gAAA,,,1394
